Source,Nom,Secteur,Ville,Téléphone,Email,Note Google,Nb Avis,Points Forts,Problème,Accroche,Site web,Adresse,URL Maps,Gamme Prix,Services,Editorial,Citation Neg
France,Vivaux shop,Epicerie,Marseille,06 95 32 84 62,,4.0,28,accueil,vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Je suis passée samedi à 9:00 : magasin fermé"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"91 Bd de Pont de Vivaux, 13010 Marseille, France",https://maps.google.com/?cid=5461219670737508047,,livraison,,"J’y suis passé un samedi soir et malheureusement j’ai été reçu par 4 garçons âgés de 20 a 25 ans du quartier en face (benza).
L’un des petit jeune a sorti un coupe légume qui a été mis à la carotide d | Je suis passée samedi à 9:00 : magasin fermé ! Il serait souhaitable d’indiquer vos horaires et non pas 24/24 alors que ce n’est pas vrai"
France,Superette de la sauvagine,Epicerie,Marseille,07 53 98 14 93,,4.3,6,"accueil, top",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"42 Av. Merleau Ponty, 13013 Marseille, France",https://maps.google.com/?cid=1967471915674727993,,PMR,,Employer pas aimable manque de respect s agace pour des sous parlé mal et prends les gens de haut
France,RN Market Store,Epicerie,Marseille,07 53 15 29 94,,3.7,15,"accueil, sympathique, qualite",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"92 Av. Roger Salengro, 13003 Marseille, France",https://maps.google.com/?cid=14550447860408352763,,livraison,,Creme fraîche pas fraîche pas sûre que la chaîne du froid soit respecté... | les puffs 9k crament au bout de 2 jours
France,Adana kebab,Kebab,Lyon,07 82 41 65 88,,4.4,337,"rapide, accueil, professionnel",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"50 Rue Chevreul, 69007 Lyon, France",https://maps.google.com/?cid=15053867014231409248,,"livraison, a emporter, reservable en ligne, sur place, vegetarien, dejeuner, diner, PMR",,
France,Istanbul Kebab,Kebab,Lyon,07 44 16 21 37,,4.0,102,"accueil, gentil, rapide",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"14 Cr Gambetta, 69007 Lyon, France",https://maps.google.com/?cid=7921386212681620558,,"livraison, a emporter, sur place, dejeuner, diner",,"🚨Kebab zebi,  c’etait ignoble. viande sans gout et douteuse en plus d’etre acide . Il ma mit de la salade et des tomates dans mon TACOS  alors que je lui ai dit non parce que je suis allergique.Il ne  | On se demande si l'huile de cuisson des frites est remplacée de temps à autres. Il faut noyer de sauce pour masquer le goût âcre. Les pains sont bien peu garnis. Pas le top dans ce secteur. Quand est"
France,Kebab karamanli 2005,Kebab,Lyon,07 66 31 68 04,,4.5,670,"accueil, qualite, top",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"19 Rue Thomassin, 69002 Lyon, France",https://maps.google.com/?cid=14077595906215968245,budget,"a emporter, reservable en ligne, sur place, petit-dej, dejeuner, diner",,Nous avons été extrêmement déçus par l’attitude du personnel de cet établissement. Nous étions cinq personnes à entrer dans le restaurant et quatre d’entre nous ont effectivement passé commande. Nous
France,maneta ongles,Nail Art,Lyon,06 58 09 74 42,,4.4,200,"accueil, chaleureux, ecoute",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Dépose mains et pieds à 29€ soit le prix d’une pose"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"278 Av. Berthelot, 69008 Lyon, France",https://maps.google.com/?cid=8267128370774635415,,,,Dépose mains et pieds à 29€ soit le prix d’une pose. Le travail est si médiocre. Fuyez.
France,Serrurerie de La Voute,Serrurier,Lyon,07 58 22 43 80,,4.5,52,"sympathique, rapide, conseil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"12 Rue de la Madeleine, 69007 Lyon, France",https://maps.google.com/?cid=13419922113188082863,,,,
France,Dépannage remorquage Carrosserie CLM AUTOS,Garage,Lyon,06 05 84 69 72,,4.2,25,"rapide, qualite, professionnel",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"8 Av. Viviani, 69200 Vénissieux, France",https://maps.google.com/?cid=9833902537002698920,,PMR,,"Carrosserie catastrophique franchement je vous déconseille de vous y rendre .
Travail dégueulasse avec des coulures de peinture et le vernis qui part au bout de quelques mois .
Je ne comprend pas que"
France,Carrosserie Ambre,Garage,Lyon,07 70 97 78 10,,4.4,10,"accueil, professionnel, propre",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"18 Rue de l'Union, 69100 Villeurbanne, France",https://maps.google.com/?cid=3339773793209926759,,PMR,,
France,Épicerie SpringField Market,Epicerie,Lyon,06 12 01 25 18,,3.9,25,"accueil, souriant, top",vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""les supérettes ouvertes pendant la nuit il y en a plusieurs dans le secteur de hôtel de ville, je déconseille vivement celle la"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"29 Rue Romarin, 69001 Lyon, France",https://maps.google.com/?cid=9986471473859931753,,PMR,,"les supérettes ouvertes pendant la nuit il y en a plusieurs dans le secteur de hôtel de ville, je déconseille vivement celle la. le vendeur est vraiment désagréable, il vaut mieux marcher 5 minutes po | A fuir !!! Gérant impoli joue au carte avec un groupe de 4 5 personne je m’excuse pour un renseignement et l’un de ses ami sans raison me dit que lui ne m’excuse pas"
France,"Épicerie, 7j7",Epicerie,Lyon,07 46 56 27 31,,4.5,17,accueil,les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""À chaque fois c’est une vrai galère pour retrouver nos colis, organisation à revoir"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",NON,"49 Cr de la Liberté, 69003 Lyon, France",https://maps.google.com/?cid=16762749544042066888,,livraison,,"Avis qui concerne uniquement le retrait de colis et non l’alimentation générale. À chaque fois c’est une vrai galère pour retrouver nos colis, organisation à revoir. Maintenant nous privilégions d’aut | Une honte ! Je viens récupérer un colis, je le vois dans les étagères, j’ai le mail avec le   QR code pour récupérer le colis, j’ai préparé ma pièce d’identité et le monsieur me dit « il est pas là »."
France,Epicerie 24,Epicerie,Lyon,06 09 22 14 17,,3.5,103,"souriant, gentil, qualite",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Extrêmement chère, les prix sont exorbitant"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"44 Rue Villon, 69008 Lyon, France",https://maps.google.com/?cid=11239645021372629376,,"livraison, PMR",,"Extrêmement chère, les prix sont exorbitant. On se croiraient dans une boîte de nuit avec toute ces LED et toute ces couleurs, il y avait même une lampe disco. Le vendeur n'articule pas. On est obligé"
France,Épicerie du 8ème,Epicerie,Lyon,07 73 13 34 23,,3.1,16,,les clients ne peuvent pas voir vos realisations avant de vous choisir,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""j'ai pas de photo dans l'immédiat sa sera pr le prochain post"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",NON,"71 Rue Pierre Delore, 69008 Lyon, France",https://maps.google.com/?cid=1204314942773151847,,livraison,,"La nuit c'est l’horreur le propriétaire de cette épicerie en n’a rien n’a faire du voisinage. Comme il a dit récemment à un agent de la voiries je paie des impôts.
Mdr il vend pas mal de choses qu’il  | ""Ça parle fort, en plein milieu de la route. Bourrés, ils sont venus chercher leur alcool à l'épicerie."" Le ras-le-bol des habitants est général au niveau de la rue Pierre-Delorre dans le 8e arrondiss"
France,Epicerie Little Lafayette,Epicerie,Lyon,06 81 43 56 09,,4.5,61,"accueil, gentil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"165 Cr Lafayette, 69006 Lyon, France",https://maps.google.com/?cid=3751308352399483279,,,,"Le gérant me dit qu’il ne compte pas arrêter ce qu’il est en train de faire pour que je récupère un Colis, moralité ça fait 10 min que j’attends, j’ai donc le temps de laisser une évaluation sur Googl"
France,Au Panier Sympa,Epicerie,Lyon,06 56 85 93 33,,4.2,34,propre,les clients ne trouvent pas vos tarifs avant de vous contacter,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""ça fais mal l'open air et les bars d'à coté vendent  des pressions au même prix et y'a moulte autre épicerie ou elle aurait coûter"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"34 Av. Debourg, 69007 Lyon, France",https://maps.google.com/?cid=12064060737246058413,,,,"Payer 8€89 pour un paquet de chips à 2,95 et une bouteille de fuzetea à moins de 3€ prix indiqué en rayon c’est pas honnête de la part du caissier, ça s’appelle de l’arnaque. Faut pas croire que tout  | Frigo sans prix .. et surprise la cannette d'heineken 50 cl facturer 4 € meme quand on en prend 5...  ça fais mal l'open air et les bars d'à coté vendent  des pressions au même prix et y'a moulte autr"
France,Vival Lyon 9,Epicerie,Lyon,07 76 43 94 57,,3.9,24,"accueil, gentil",vos horaires sont introuvables ou incorrects en ligne,"2 de vos clients sur Google se plaignent du meme probleme : vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""11h00 magasin fermé"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"17 Quai Arloing, 69009 Lyon, France",https://maps.google.com/?cid=13219443749239436233,,PMR,,Un accueil avec agressivité et insultes: je me fais engueuler par le responsable qui est dans le bureau de tabac et n'a pas envie de se déplacer à l'épicerie pour que je puisse récupérer mon paquet. C | Voilà j’ai marché jusqu’à ici et c’est fermé à 9h30 !!!! Les gens qui travaillent comme il faut …
France,LA SUPÉRETTE DES BUERS,Epicerie,Lyon,07 71 70 02 95,,4.3,20,"accueil, excellent, sympathique",vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Très pratique vue les heures d ouverture mais les produits restent  très très chères"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"3 Rue Louise Michel, 69100 Villeurbanne, France",https://maps.google.com/?cid=4519368918771417970,,PMR,,Très pratique vue les heures d ouverture mais les produits restent  très très chères
France,Scize market,Epicerie,Lyon,06 59 94 80 95,,4.4,50,"disponible, accueil, top",impossible de reserver ou prendre rendez-vous en ligne,"Un de vos clients sur Google signale que c'est impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Un accueil complètement désastreux frôlant l’injure même"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",NON,"5 Quai de Pierre-Scize, 69009 Lyon, France",https://maps.google.com/?cid=12265898878766593916,,"livraison, sur place, PMR",,"Le vendeur manque de respect aux clients, revends des sous marques à l’unité (3.50 pour une pauvre glace) au prix du paquet entier d’une vrai marque. Un accueil complètement désastreux frôlant l’injur"
France,MOM’S PIZZA,Pizzeria,Toulouse,07 73 73 23 26,,4.5,289,"qualite, accueil, frais",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"18 Pl. Arnaud Bernard, 31000 Toulouse, France",https://maps.google.com/?cid=10792140212117243727,budget,"livraison, a emporter, sur place, vegetarien, dejeuner",,
